NPI,State,Login Time,Logout Time,Usage Time (mins),Region,Speciality,Count of Survey Attempts,Login Hour,Logout Hour,Target Hour,Active
1000000503,2,2025-03-08 06:10:00,2025-03-08 06:22:00,12,1,3,6,6,6,19,0
1000000504,3,2025-03-08 12:41:00,2025-03-08 13:08:00,27,1,6,5,12,13,19,0
1000000505,0,2025-03-08 19:34:00,2025-03-08 21:07:00,93,1,0,3,19,21,19,1
1000000506,6,2025-03-08 06:02:00,2025-03-08 07:36:00,94,3,5,5,6,7,19,0
1000000507,8,2025-03-08 19:10:00,2025-03-08 20:16:00,66,3,6,2,19,20,19,1
1000000508,4,2025-03-08 19:59:00,2025-03-08 20:45:00,46,1,1,8,19,20,19,1
1000000509,0,2025-03-08 11:07:00,2025-03-08 12:14:00,67,2,5,4,11,12,19,0
1000000510,3,2025-03-08 09:14:00,2025-03-08 10:34:00,80,2,0,7,9,10,19,0
1000000511,9,2025-03-08 20:50:00,2025-03-08 21:45:00,55,2,3,3,20,21,19,0
1000000512,2,2025-03-08 09:53:00,2025-03-08 10:15:00,22,2,3,3,9,10,19,0
1000000513,1,2025-03-08 14:28:00,2025-03-08 14:57:00,29,1,2,0,14,14,19,0
1000000514,0,2025-03-08 18:44:00,2025-03-08 19:02:00,18,2,2,7,18,19,19,1
1000000515,2,2025-03-08 09:59:00,2025-03-08 11:37:00,98,2,2,2,9,11,19,0
1000000516,6,2025-03-08 18:53:00,2025-03-08 19:06:00,13,1,3,5,18,19,19,1
1000000517,2,2025-03-08 12:20:00,2025-03-08 12:40:00,20,3,6,10,12,12,19,0
1000000518,1,2025-03-08 20:52:00,2025-03-08 21:16:00,24,1,2,3,20,21,19,0
1000000519,3,2025-03-08 11:34:00,2025-03-08 13:26:00,112,1,1,0,11,13,19,0
1000000520,0,2025-03-08 15:07:00,2025-03-08 15:17:00,10,3,5,2,15,15,19,0
1000000521,9,2025-03-08 09:32:00,2025-03-08 11:00:00,88,2,1,1,9,11,19,0
1000000522,2,2025-03-08 10:30:00,2025-03-08 12:20:00,110,1,1,5,10,12,19,0
1000000523,9,2025-03-08 10:45:00,2025-03-08 12:26:00,101,3,4,7,10,12,19,0
1000000524,3,2025-03-08 20:16:00,2025-03-08 22:08:00,112,2,3,2,20,22,19,0
1000000525,1,2025-03-08 16:37:00,2025-03-08 17:31:00,54,2,0,7,16,17,19,0
1000000526,4,2025-03-08 17:57:00,2025-03-08 19:06:00,69,2,4,5,17,19,19,1
1000000527,3,2025-03-08 07:04:00,2025-03-08 07:41:00,37,2,2,3,7,7,19,0
1000000528,4,2025-03-08 16:04:00,2025-03-08 16:52:00,48,3,5,8,16,16,19,0
1000000529,5,2025-03-08 18:35:00,2025-03-08 20:14:00,99,1,6,4,18,20,19,1
1000000530,2,2025-03-08 11:50:00,2025-03-08 13:15:00,85,3,4,2,11,13,19,0
1000000531,2,2025-03-08 06:41:00,2025-03-08 07:39:00,58,3,1,5,6,7,19,0
1000000532,5,2025-03-08 15:30:00,2025-03-08 17:30:00,120,0,1,8,15,17,19,0
1000000533,3,2025-03-08 11:41:00,2025-03-08 13:10:00,89,3,4,0,11,13,19,0
1000000534,4,2025-03-08 14:14:00,2025-03-08 15:35:00,81,2,5,6,14,15,19,0
1000000535,4,2025-03-08 12:37:00,2025-03-08 14:32:00,115,3,1,5,12,14,19,0
1000000536,6,2025-03-08 15:09:00,2025-03-08 16:41:00,92,1,0,4,15,16,19,0
1000000537,0,2025-03-08 16:11:00,2025-03-08 17:44:00,93,3,1,8,16,17,19,0
1000000538,7,2025-03-08 11:43:00,2025-03-08 11:58:00,15,0,6,4,11,11,19,0
1000000539,0,2025-03-08 09:02:00,2025-03-08 09:25:00,23,3,6,7,9,9,19,0
1000000540,9,2025-03-08 18:05:00,2025-03-08 19:54:00,109,1,3,0,18,19,19,1
1000000541,4,2025-03-08 12:58:00,2025-03-08 14:53:00,115,1,2,4,12,14,19,0
1000000542,7,2025-03-08 12:47:00,2025-03-08 14:28:00,101,3,2,4,12,14,19,0
1000000543,3,2025-03-08 17:37:00,2025-03-08 18:07:00,30,1,2,6,17,18,19,0
1000000544,5,2025-03-08 19:56:00,2025-03-08 21:10:00,74,0,3,1,19,21,19,1
1000000545,6,2025-03-08 13:35:00,2025-03-08 15:02:00,87,3,0,1,13,15,19,0
1000000546,7,2025-03-08 11:12:00,2025-03-08 12:20:00,68,3,0,10,11,12,19,0
1000000547,4,2025-03-08 18:00:00,2025-03-08 18:26:00,26,2,0,0,18,18,19,0
1000000548,9,2025-03-08 20:19:00,2025-03-08 22:01:00,102,3,5,8,20,22,19,0
1000000549,6,2025-03-08 12:07:00,2025-03-08 13:21:00,74,0,4,3,12,13,19,0
1000000550,2,2025-03-08 09:43:00,2025-03-08 10:14:00,31,0,4,2,9,10,19,0
1000000551,2,2025-03-08 20:10:00,2025-03-08 20:34:00,24,3,5,2,20,20,19,0
1000000552,4,2025-03-08 20:50:00,2025-03-08 22:08:00,78,1,5,10,20,22,19,0
1000000553,3,2025-03-08 19:05:00,2025-03-08 20:06:00,61,2,4,2,19,20,19,1
1000000554,1,2025-03-08 16:47:00,2025-03-08 18:07:00,80,3,5,1,16,18,19,0
1000000555,0,2025-03-08 06:05:00,2025-03-08 07:50:00,105,3,4,3,6,7,19,0
1000000556,1,2025-03-08 15:48:00,2025-03-08 17:09:00,81,3,0,1,15,17,19,0
1000000557,2,2025-03-08 08:03:00,2025-03-08 08:37:00,34,0,3,1,8,8,19,0
1000000558,6,2025-03-08 20:05:00,2025-03-08 20:30:00,25,2,5,9,20,20,19,0
1000000559,0,2025-03-08 06:47:00,2025-03-08 08:37:00,110,3,3,9,6,8,19,0
1000000560,4,2025-03-08 17:18:00,2025-03-08 19:15:00,117,3,6,2,17,19,19,1
1000000561,7,2025-03-08 15:44:00,2025-03-08 17:10:00,86,1,0,5,15,17,19,0
1000000562,0,2025-03-08 19:32:00,2025-03-08 20:48:00,76,1,4,2,19,20,19,1
1000000563,9,2025-03-08 06:27:00,2025-03-08 07:47:00,80,3,1,0,6,7,19,0
1000000564,1,2025-03-08 10:08:00,2025-03-08 11:36:00,88,1,5,6,10,11,19,0
1000000565,6,2025-03-08 10:44:00,2025-03-08 11:31:00,47,0,2,1,10,11,19,0
1000000566,0,2025-03-08 20:01:00,2025-03-08 20:59:00,58,0,1,8,20,20,19,0
1000000567,0,2025-03-08 11:34:00,2025-03-08 12:00:00,26,3,2,4,11,12,19,0
1000000568,5,2025-03-08 12:23:00,2025-03-08 12:44:00,21,3,4,3,12,12,19,0
1000000569,8,2025-03-08 19:17:00,2025-03-08 19:54:00,37,2,0,7,19,19,19,1
1000000570,7,2025-03-08 14:56:00,2025-03-08 16:19:00,83,3,1,1,14,16,19,0
1000000571,7,2025-03-08 20:58:00,2025-03-08 21:07:00,9,1,2,1,20,21,19,0
1000000572,7,2025-03-08 09:11:00,2025-03-08 09:42:00,31,3,4,7,9,9,19,0
1000000573,8,2025-03-08 09:33:00,2025-03-08 10:02:00,29,2,1,3,9,10,19,0
1000000574,7,2025-03-08 06:25:00,2025-03-08 07:11:00,46,3,1,8,6,7,19,0
1000000575,4,2025-03-08 14:24:00,2025-03-08 14:42:00,18,3,2,2,14,14,19,0
1000000576,5,2025-03-08 18:44:00,2025-03-08 19:53:00,69,2,3,2,18,19,19,1
1000000577,8,2025-03-08 11:53:00,2025-03-08 12:08:00,15,1,3,10,11,12,19,0
1000000578,6,2025-03-08 10:39:00,2025-03-08 10:56:00,17,1,0,2,10,10,19,0
1000000579,3,2025-03-08 08:42:00,2025-03-08 10:05:00,83,3,4,8,8,10,19,0
1000000580,6,2025-03-08 06:12:00,2025-03-08 07:20:00,68,2,6,8,6,7,19,0
1000000581,9,2025-03-08 13:51:00,2025-03-08 15:33:00,102,0,1,10,13,15,19,0
1000000582,9,2025-03-08 12:52:00,2025-03-08 13:39:00,47,0,6,2,12,13,19,0
1000000583,9,2025-03-08 07:30:00,2025-03-08 08:30:00,60,0,4,3,7,8,19,0
1000000584,6,2025-03-08 18:10:00,2025-03-08 19:43:00,93,3,4,1,18,19,19,1
1000000585,9,2025-03-08 13:08:00,2025-03-08 14:17:00,69,1,4,1,13,14,19,0
1000000586,0,2025-03-08 15:20:00,2025-03-08 15:37:00,17,2,0,3,15,15,19,0
1000000587,1,2025-03-08 19:54:00,2025-03-08 20:17:00,23,0,3,0,19,20,19,1
1000000588,1,2025-03-08 19:18:00,2025-03-08 20:30:00,72,2,2,10,19,20,19,1
1000000589,6,2025-03-08 11:00:00,2025-03-08 11:12:00,12,1,5,6,11,11,19,0
1000000590,4,2025-03-08 11:01:00,2025-03-08 12:12:00,71,3,6,0,11,12,19,0
1000000591,8,2025-03-08 19:53:00,2025-03-08 21:20:00,87,3,0,2,19,21,19,1
1000000592,2,2025-03-08 18:56:00,2025-03-08 20:56:00,120,1,1,7,18,20,19,1
1000000593,4,2025-03-08 14:29:00,2025-03-08 15:59:00,90,1,0,3,14,15,19,0
1000000594,6,2025-03-08 13:01:00,2025-03-08 14:04:00,63,1,3,4,13,14,19,0
1000000595,4,2025-03-08 14:03:00,2025-03-08 15:30:00,87,1,2,2,14,15,19,0
1000000596,8,2025-03-08 14:23:00,2025-03-08 15:26:00,63,1,4,9,14,15,19,0
1000000597,8,2025-03-08 08:19:00,2025-03-08 10:00:00,101,2,3,7,8,10,19,0
1000000598,1,2025-03-08 07:00:00,2025-03-08 08:07:00,67,0,4,8,7,8,19,0
1000000599,4,2025-03-08 06:28:00,2025-03-08 07:13:00,45,2,6,4,6,7,19,0
1000000600,5,2025-03-08 15:15:00,2025-03-08 16:20:00,65,3,4,4,15,16,19,0
1000000601,5,2025-03-08 13:18:00,2025-03-08 14:22:00,64,0,5,1,13,14,19,0
1000000602,7,2025-03-08 20:15:00,2025-03-08 20:41:00,26,1,2,0,20,20,19,0
1000000603,7,2025-03-08 08:37:00,2025-03-08 09:36:00,59,0,5,9,8,9,19,0
1000000604,1,2025-03-08 11:06:00,2025-03-08 11:49:00,43,2,3,9,11,11,19,0
1000000605,3,2025-03-08 12:46:00,2025-03-08 14:43:00,117,1,0,2,12,14,19,0
1000000606,0,2025-03-08 20:00:00,2025-03-08 20:34:00,34,3,6,2,20,20,19,0
1000000607,3,2025-03-08 10:23:00,2025-03-08 11:30:00,67,3,0,6,10,11,19,0
1000000608,0,2025-03-08 14:56:00,2025-03-08 15:13:00,17,0,1,6,14,15,19,0
1000000609,3,2025-03-08 18:21:00,2025-03-08 18:37:00,16,2,2,3,18,18,19,0
1000000610,6,2025-03-08 12:12:00,2025-03-08 12:39:00,27,1,4,6,12,12,19,0
1000000611,3,2025-03-08 09:54:00,2025-03-08 11:01:00,67,1,3,3,9,11,19,0
1000000612,6,2025-03-08 11:17:00,2025-03-08 12:37:00,80,1,5,5,11,12,19,0
1000000613,6,2025-03-08 17:43:00,2025-03-08 19:09:00,86,0,4,6,17,19,19,1
1000000614,2,2025-03-08 09:38:00,2025-03-08 10:25:00,47,1,6,8,9,10,19,0
1000000615,8,2025-03-08 13:56:00,2025-03-08 14:24:00,28,0,3,4,13,14,19,0
1000000616,8,2025-03-08 19:37:00,2025-03-08 19:42:00,5,1,3,0,19,19,19,1
1000000617,2,2025-03-08 06:25:00,2025-03-08 06:34:00,9,1,6,8,6,6,19,0
1000000618,4,2025-03-08 07:32:00,2025-03-08 07:47:00,15,1,4,4,7,7,19,0
1000000619,1,2025-03-08 19:24:00,2025-03-08 19:55:00,31,1,3,10,19,19,19,1
1000000620,9,2025-03-08 16:58:00,2025-03-08 18:29:00,91,1,6,0,16,18,19,0
1000000621,7,2025-03-08 14:13:00,2025-03-08 14:56:00,43,2,3,0,14,14,19,0
1000000622,8,2025-03-08 14:04:00,2025-03-08 15:00:00,56,1,0,6,14,15,19,0
1000000623,4,2025-03-08 14:54:00,2025-03-08 15:43:00,49,3,3,5,14,15,19,0
1000000624,7,2025-03-08 11:06:00,2025-03-08 11:34:00,28,1,0,2,11,11,19,0
1000000625,9,2025-03-08 12:13:00,2025-03-08 13:27:00,74,2,5,4,12,13,19,0
1000000626,5,2025-03-08 16:46:00,2025-03-08 18:30:00,104,0,0,8,16,18,19,0
1000000627,8,2025-03-08 19:04:00,2025-03-08 20:34:00,90,0,6,7,19,20,19,1
1000000628,5,2025-03-08 11:31:00,2025-03-08 13:05:00,94,0,6,2,11,13,19,0
1000000629,9,2025-03-08 08:21:00,2025-03-08 10:11:00,110,3,5,8,8,10,19,0
1000000630,2,2025-03-08 10:47:00,2025-03-08 12:31:00,104,3,2,3,10,12,19,0
1000000631,7,2025-03-08 13:29:00,2025-03-08 13:39:00,10,3,1,3,13,13,19,0
1000000632,1,2025-03-08 12:37:00,2025-03-08 13:51:00,74,2,3,9,12,13,19,0
1000000633,9,2025-03-08 06:22:00,2025-03-08 06:33:00,11,3,0,5,6,6,19,0
1000000634,3,2025-03-08 19:35:00,2025-03-08 21:04:00,89,0,1,5,19,21,19,1
1000000635,0,2025-03-08 10:27:00,2025-03-08 11:30:00,63,0,2,6,10,11,19,0
1000000636,3,2025-03-08 07:39:00,2025-03-08 09:18:00,99,1,0,9,7,9,19,0
1000000637,0,2025-03-08 08:05:00,2025-03-08 08:34:00,29,1,6,5,8,8,19,0
1000000638,6,2025-03-08 07:16:00,2025-03-08 08:18:00,62,0,6,6,7,8,19,0
1000000639,8,2025-03-08 12:58:00,2025-03-08 14:34:00,96,3,5,10,12,14,19,0
1000000640,5,2025-03-08 13:32:00,2025-03-08 14:21:00,49,3,6,5,13,14,19,0
1000000641,1,2025-03-08 06:47:00,2025-03-08 07:24:00,37,2,0,8,6,7,19,0
1000000642,2,2025-03-08 07:41:00,2025-03-08 07:57:00,16,2,0,1,7,7,19,0
1000000643,0,2025-03-08 20:26:00,2025-03-08 22:18:00,112,2,5,0,20,22,19,0
1000000644,7,2025-03-08 19:16:00,2025-03-08 20:25:00,69,1,1,2,19,20,19,1
1000000645,1,2025-03-08 09:04:00,2025-03-08 09:10:00,6,0,5,5,9,9,19,0
1000000646,9,2025-03-08 11:59:00,2025-03-08 13:26:00,87,3,5,5,11,13,19,0
1000000647,6,2025-03-08 13:02:00,2025-03-08 13:36:00,34,3,1,2,13,13,19,0
1000000648,7,2025-03-08 11:42:00,2025-03-08 12:18:00,36,0,1,10,11,12,19,0
1000000649,7,2025-03-08 13:09:00,2025-03-08 13:56:00,47,2,3,0,13,13,19,0
1000000650,0,2025-03-08 19:51:00,2025-03-08 20:18:00,27,3,3,6,19,20,19,1
1000000651,8,2025-03-08 19:39:00,2025-03-08 21:24:00,105,0,3,7,19,21,19,1
1000000652,5,2025-03-08 07:23:00,2025-03-08 08:54:00,91,2,1,4,7,8,19,0
1000000653,2,2025-03-08 20:55:00,2025-03-08 22:40:00,105,0,1,10,20,22,19,0
1000000654,1,2025-03-08 06:48:00,2025-03-08 08:31:00,103,1,1,10,6,8,19,0
1000000655,2,2025-03-08 19:33:00,2025-03-08 20:43:00,70,0,2,0,19,20,19,1
1000000656,7,2025-03-08 07:21:00,2025-03-08 07:47:00,26,1,5,6,7,7,19,0
1000000657,5,2025-03-08 20:45:00,2025-03-08 22:24:00,99,1,0,8,20,22,19,0
1000000658,4,2025-03-08 07:43:00,2025-03-08 09:28:00,105,0,6,10,7,9,19,0
1000000659,0,2025-03-08 20:04:00,2025-03-08 21:10:00,66,3,5,5,20,21,19,0
1000000660,0,2025-03-08 19:44:00,2025-03-08 20:47:00,63,3,6,8,19,20,19,1
1000000661,5,2025-03-08 20:36:00,2025-03-08 21:36:00,60,2,2,4,20,21,19,0
1000000662,9,2025-03-08 08:37:00,2025-03-08 10:07:00,90,0,0,9,8,10,19,0
1000000663,4,2025-03-08 20:23:00,2025-03-08 21:25:00,62,0,3,10,20,21,19,0
1000000664,0,2025-03-08 18:44:00,2025-03-08 19:07:00,23,3,1,7,18,19,19,1
1000000665,1,2025-03-08 19:49:00,2025-03-08 21:09:00,80,2,5,1,19,21,19,1
1000000666,4,2025-03-08 13:50:00,2025-03-08 14:53:00,63,2,1,1,13,14,19,0
1000000667,8,2025-03-08 13:18:00,2025-03-08 14:23:00,65,1,6,1,13,14,19,0
1000000668,5,2025-03-08 08:56:00,2025-03-08 10:42:00,106,2,0,7,8,10,19,0
1000000669,3,2025-03-08 12:41:00,2025-03-08 13:57:00,76,3,5,10,12,13,19,0
1000000670,4,2025-03-08 09:28:00,2025-03-08 10:49:00,81,1,0,6,9,10,19,0
1000000671,6,2025-03-08 09:27:00,2025-03-08 10:16:00,49,0,4,8,9,10,19,0
1000000672,8,2025-03-08 16:46:00,2025-03-08 17:17:00,31,3,5,2,16,17,19,0
1000000673,8,2025-03-08 13:31:00,2025-03-08 13:50:00,19,0,1,8,13,13,19,0
1000000674,5,2025-03-08 19:34:00,2025-03-08 19:45:00,11,0,0,5,19,19,19,1
1000000675,2,2025-03-08 09:22:00,2025-03-08 09:37:00,15,3,6,2,9,9,19,0
1000000676,3,2025-03-08 16:31:00,2025-03-08 17:38:00,67,1,0,10,16,17,19,0
1000000677,3,2025-03-08 20:36:00,2025-03-08 22:05:00,89,2,1,9,20,22,19,0
1000000678,9,2025-03-08 19:27:00,2025-03-08 20:53:00,86,0,5,10,19,20,19,1
1000000679,6,2025-03-08 16:01:00,2025-03-08 17:08:00,67,3,3,4,16,17,19,0
1000000680,4,2025-03-08 14:52:00,2025-03-08 16:19:00,87,3,1,0,14,16,19,0
1000000681,2,2025-03-08 10:22:00,2025-03-08 11:17:00,55,3,2,6,10,11,19,0
1000000682,6,2025-03-08 07:41:00,2025-03-08 08:07:00,26,3,6,6,7,8,19,0
1000000683,9,2025-03-08 17:32:00,2025-03-08 19:08:00,96,1,0,1,17,19,19,1
1000000684,7,2025-03-08 06:04:00,2025-03-08 07:06:00,62,0,5,2,6,7,19,0
1000000685,1,2025-03-08 17:33:00,2025-03-08 18:08:00,35,1,3,4,17,18,19,0
1000000686,6,2025-03-08 18:35:00,2025-03-08 20:29:00,114,2,6,3,18,20,19,1
1000000687,7,2025-03-08 08:34:00,2025-03-08 09:35:00,61,0,5,0,8,9,19,0
1000000688,8,2025-03-08 17:49:00,2025-03-08 18:42:00,53,3,2,7,17,18,19,0
1000000689,6,2025-03-08 08:47:00,2025-03-08 09:12:00,25,3,0,6,8,9,19,0
1000000690,7,2025-03-08 18:28:00,2025-03-08 19:22:00,54,0,5,7,18,19,19,1
1000000691,5,2025-03-08 07:46:00,2025-03-08 08:10:00,24,2,2,0,7,8,19,0
1000000692,4,2025-03-08 15:25:00,2025-03-08 16:41:00,76,0,2,5,15,16,19,0
1000000693,4,2025-03-08 14:08:00,2025-03-08 14:47:00,39,1,0,5,14,14,19,0
1000000694,4,2025-03-08 11:36:00,2025-03-08 12:50:00,74,1,1,8,11,12,19,0
1000000695,8,2025-03-08 16:35:00,2025-03-08 17:00:00,25,3,2,0,16,17,19,0
1000000696,3,2025-03-08 17:13:00,2025-03-08 19:03:00,110,2,3,9,17,19,19,1
1000000697,5,2025-03-08 09:55:00,2025-03-08 10:25:00,30,2,4,2,9,10,19,0
1000000698,8,2025-03-08 12:45:00,2025-03-08 13:20:00,35,0,4,9,12,13,19,0
1000000699,0,2025-03-08 17:05:00,2025-03-08 18:48:00,103,2,5,6,17,18,19,0
1000000700,8,2025-03-08 10:38:00,2025-03-08 12:22:00,104,2,0,1,10,12,19,0
1000000701,7,2025-03-08 18:29:00,2025-03-08 19:37:00,68,3,2,2,18,19,19,1
1000000702,3,2025-03-08 10:00:00,2025-03-08 11:51:00,111,1,4,9,10,11,19,0
1000000703,5,2025-03-08 15:34:00,2025-03-08 15:39:00,5,0,3,3,15,15,19,0
1000000704,0,2025-03-08 12:07:00,2025-03-08 13:35:00,88,1,2,9,12,13,19,0
1000000705,2,2025-03-08 20:14:00,2025-03-08 22:10:00,116,3,4,0,20,22,19,0
1000000706,7,2025-03-08 10:52:00,2025-03-08 11:39:00,47,0,6,3,10,11,19,0
1000000707,9,2025-03-08 17:44:00,2025-03-08 19:29:00,105,0,1,0,17,19,19,1
1000000708,2,2025-03-08 12:28:00,2025-03-08 13:09:00,41,0,6,5,12,13,19,0
1000000709,3,2025-03-08 15:41:00,2025-03-08 16:41:00,60,0,4,4,15,16,19,0
1000000710,9,2025-03-08 13:44:00,2025-03-08 14:27:00,43,2,2,2,13,14,19,0
1000000711,3,2025-03-08 20:09:00,2025-03-08 21:35:00,86,3,5,2,20,21,19,0
1000000712,4,2025-03-08 19:18:00,2025-03-08 20:29:00,71,1,6,1,19,20,19,1
1000000713,8,2025-03-08 18:49:00,2025-03-08 19:09:00,20,0,2,3,18,19,19,1
1000000714,0,2025-03-08 17:13:00,2025-03-08 17:20:00,7,1,5,6,17,17,19,0
1000000715,7,2025-03-08 18:11:00,2025-03-08 18:19:00,8,3,2,5,18,18,19,0
1000000716,8,2025-03-08 16:56:00,2025-03-08 18:53:00,117,1,5,0,16,18,19,0
1000000717,1,2025-03-08 17:46:00,2025-03-08 19:19:00,93,1,3,2,17,19,19,1
1000000718,3,2025-03-08 11:35:00,2025-03-08 12:51:00,76,3,4,9,11,12,19,0
1000000719,7,2025-03-08 09:00:00,2025-03-08 10:15:00,75,2,2,9,9,10,19,0
1000000720,8,2025-03-08 12:37:00,2025-03-08 13:36:00,59,0,4,4,12,13,19,0
1000000721,8,2025-03-08 07:15:00,2025-03-08 09:06:00,111,3,3,5,7,9,19,0
1000000722,4,2025-03-08 08:56:00,2025-03-08 10:03:00,67,0,4,9,8,10,19,0
1000000723,6,2025-03-08 18:00:00,2025-03-08 19:15:00,75,3,0,4,18,19,19,1
1000000724,9,2025-03-08 16:52:00,2025-03-08 18:33:00,101,1,5,2,16,18,19,0
1000000725,4,2025-03-08 08:49:00,2025-03-08 09:24:00,35,2,1,1,8,9,19,0
1000000726,6,2025-03-08 09:19:00,2025-03-08 09:55:00,36,1,1,5,9,9,19,0
1000000727,4,2025-03-08 09:57:00,2025-03-08 10:44:00,47,0,5,8,9,10,19,0
1000000728,0,2025-03-08 06:48:00,2025-03-08 07:56:00,68,2,1,10,6,7,19,0
1000000729,9,2025-03-08 17:04:00,2025-03-08 18:32:00,88,0,1,5,17,18,19,0
1000000730,5,2025-03-08 11:47:00,2025-03-08 13:26:00,99,0,5,7,11,13,19,0
1000000731,1,2025-03-08 17:24:00,2025-03-08 19:24:00,120,2,1,4,17,19,19,1
1000000732,8,2025-03-08 18:29:00,2025-03-08 19:08:00,39,2,3,3,18,19,19,1
1000000733,0,2025-03-08 20:16:00,2025-03-08 20:52:00,36,1,3,7,20,20,19,0
1000000734,6,2025-03-08 20:35:00,2025-03-08 21:23:00,48,1,0,8,20,21,19,0
1000000735,1,2025-03-08 20:30:00,2025-03-08 20:35:00,5,0,3,1,20,20,19,0
1000000736,9,2025-03-08 06:09:00,2025-03-08 07:01:00,52,1,1,6,6,7,19,0
1000000737,5,2025-03-08 10:51:00,2025-03-08 11:41:00,50,1,0,10,10,11,19,0
1000000738,4,2025-03-08 09:23:00,2025-03-08 10:48:00,85,1,5,8,9,10,19,0
1000000739,1,2025-03-08 06:54:00,2025-03-08 07:45:00,51,0,2,7,6,7,19,0
1000000740,7,2025-03-08 16:43:00,2025-03-08 18:09:00,86,3,0,3,16,18,19,0
1000000741,4,2025-03-08 08:45:00,2025-03-08 09:43:00,58,1,2,4,8,9,19,0
1000000742,8,2025-03-08 06:32:00,2025-03-08 08:21:00,109,3,1,8,6,8,19,0
1000000743,6,2025-03-08 18:50:00,2025-03-08 19:42:00,52,1,6,10,18,19,19,1
1000000744,4,2025-03-08 18:16:00,2025-03-08 19:33:00,77,1,2,3,18,19,19,1
1000000745,9,2025-03-08 12:41:00,2025-03-08 14:16:00,95,1,2,6,12,14,19,0
1000000746,3,2025-03-08 20:56:00,2025-03-08 21:40:00,44,0,1,6,20,21,19,0
1000000747,3,2025-03-08 09:22:00,2025-03-08 09:54:00,32,0,4,5,9,9,19,0
1000000748,3,2025-03-08 19:23:00,2025-03-08 20:33:00,70,3,1,2,19,20,19,1
1000000749,0,2025-03-08 07:01:00,2025-03-08 08:19:00,78,3,1,10,7,8,19,0
1000000750,8,2025-03-08 06:11:00,2025-03-08 07:17:00,66,1,0,0,6,7,19,0
1000000751,7,2025-03-08 11:12:00,2025-03-08 11:57:00,45,2,3,2,11,11,19,0
1000000752,1,2025-03-08 14:17:00,2025-03-08 15:02:00,45,2,5,7,14,15,19,0
1000000753,1,2025-03-08 13:52:00,2025-03-08 15:00:00,68,3,1,2,13,15,19,0
1000000754,5,2025-03-08 20:20:00,2025-03-08 21:33:00,73,1,0,7,20,21,19,0
1000000755,2,2025-03-08 06:33:00,2025-03-08 08:25:00,112,0,5,0,6,8,19,0
1000000756,1,2025-03-08 15:23:00,2025-03-08 16:07:00,44,0,2,8,15,16,19,0
1000000757,4,2025-03-08 13:09:00,2025-03-08 14:08:00,59,2,1,7,13,14,19,0
1000000758,0,2025-03-08 19:42:00,2025-03-08 20:09:00,27,0,5,7,19,20,19,1
1000000759,7,2025-03-08 08:46:00,2025-03-08 10:01:00,75,3,1,2,8,10,19,0
1000000760,2,2025-03-08 14:16:00,2025-03-08 14:54:00,38,3,0,7,14,14,19,0
1000000761,9,2025-03-08 13:34:00,2025-03-08 15:12:00,98,2,5,5,13,15,19,0
1000000762,8,2025-03-08 15:50:00,2025-03-08 16:43:00,53,2,3,7,15,16,19,0
1000000763,9,2025-03-08 18:59:00,2025-03-08 19:36:00,37,1,6,9,18,19,19,1
1000000764,7,2025-03-08 16:25:00,2025-03-08 18:00:00,95,3,2,1,16,18,19,0
1000000765,7,2025-03-08 14:50:00,2025-03-08 15:41:00,51,3,0,0,14,15,19,0
1000000766,4,2025-03-08 18:26:00,2025-03-08 19:21:00,55,2,2,2,18,19,19,1
1000000767,9,2025-03-08 19:09:00,2025-03-08 20:33:00,84,1,4,4,19,20,19,1
1000000768,9,2025-03-08 11:14:00,2025-03-08 11:25:00,11,2,3,1,11,11,19,0
1000000769,8,2025-03-08 13:50:00,2025-03-08 15:25:00,95,3,6,0,13,15,19,0
1000000770,4,2025-03-08 13:25:00,2025-03-08 14:57:00,92,2,6,4,13,14,19,0
1000000771,3,2025-03-08 20:54:00,2025-03-08 22:13:00,79,1,2,3,20,22,19,0
1000000772,5,2025-03-08 10:20:00,2025-03-08 11:38:00,78,2,5,5,10,11,19,0
1000000773,0,2025-03-08 15:53:00,2025-03-08 17:17:00,84,1,6,1,15,17,19,0
1000000774,1,2025-03-08 09:44:00,2025-03-08 11:01:00,77,3,1,5,9,11,19,0
1000000775,6,2025-03-08 06:41:00,2025-03-08 07:31:00,50,2,3,9,6,7,19,0
1000000776,3,2025-03-08 13:22:00,2025-03-08 14:07:00,45,3,3,10,13,14,19,0
1000000777,3,2025-03-08 10:15:00,2025-03-08 11:59:00,104,0,3,5,10,11,19,0
1000000778,8,2025-03-08 11:18:00,2025-03-08 12:19:00,61,0,1,0,11,12,19,0
1000000779,9,2025-03-08 09:51:00,2025-03-08 11:13:00,82,2,3,0,9,11,19,0
1000000780,0,2025-03-08 12:28:00,2025-03-08 14:08:00,100,3,5,7,12,14,19,0
1000000781,4,2025-03-08 14:22:00,2025-03-08 15:44:00,82,1,2,7,14,15,19,0
1000000782,7,2025-03-08 12:31:00,2025-03-08 13:56:00,85,0,1,10,12,13,19,0
1000000783,3,2025-03-08 17:06:00,2025-03-08 18:08:00,62,1,4,4,17,18,19,0
1000000784,3,2025-03-08 11:14:00,2025-03-08 11:52:00,38,2,0,6,11,11,19,0
1000000785,6,2025-03-08 06:12:00,2025-03-08 06:19:00,7,3,1,0,6,6,19,0
1000000786,4,2025-03-08 08:34:00,2025-03-08 09:35:00,61,1,1,8,8,9,19,0
